Date,Close,High,Low,Open,Volume,EMA_Short,EMA_Long,Signal,Signal_Type
2023-05-01,34.08000183105469,34.619998931884766,33.79999923706055,34.06999969482422,793500,34.08000183105469,34.08000183105469,0,Hold
2023-05-02,33.04999923706055,34.040000915527344,32.959999084472656,33.720001220703125,925800,33.981906345912385,34.03960957246669,-1,Sell
2023-05-03,33.72999954223633,34.68000030517578,33.27000045776367,33.619998931884766,1342000,33.957915221752764,34.027468002653734,0,Hold
2023-05-04,31.40999984741211,33.720001220703125,30.979999542236328,33.52000045776367,2713400,33.7152566146727,33.92482219264426,0,Hold
2023-05-05,31.82999992370605,32.31999969482422,31.51000022888184,32.150001525878906,1502400,33.53570835839016,33.84267229974473,0,Hold
2023-05-08,32.150001525878906,32.52000045776367,31.40999984741211,31.559999465942383,1650200,33.40373627910337,33.77629305371077,0,Hold
2023-05-09,31.89999961853028,32.09000015258789,30.709999084472656,30.89999961853028,2497400,33.2605232638107,33.70271291899781,0,Hold
2023-05-10,30.309999465942383,30.40999984741211,26.290000915527344,26.979999542236328,9550900,32.97952099734705,33.569665332603485,0,Hold
2023-05-11,29.15999984741211,30.59000015258789,29.14999961853028,30.11000061035156,2512600,32.61575707830563,33.39673727436069,0,Hold
2023-05-12,27.809999465942383,29.209999084472656,27.290000915527344,29.1200008392334,2835100,32.15806587712818,33.177649517167815,0,Hold
2023-05-15,28.770000457763672,28.8799991607666,27.770000457763672,27.84000015258789,2167400,31.835392980045846,33.00480053444608,0,Hold
2023-05-16,27.65999984741211,28.559999465942383,27.57999992370605,28.209999084472656,1511300,31.437736491223585,32.79520050750357,0,Hold
2023-05-17,29.520000457763672,29.540000915527344,27.559999465942383,27.559999465942383,2301200,31.255094964227403,32.66676128986671,0,Hold
2023-05-18,30.540000915527344,30.64999961853028,29.549999237060547,29.81999969482422,1641200,31.18699076911311,32.583358922245566,0,Hold
2023-05-19,30.690000534057617,31.13999938964844,30.440000534057617,30.86000061035156,1843200,31.13965836577449,32.50910957368918,0,Hold
2023-05-22,32.0099983215332,32.2599983215332,30.309999465942383,30.6299991607666,1575200,31.22254788537056,32.48953658340856,0,Hold
2023-05-23,31.90999984741211,32.619998931884766,31.729999542236328,32.099998474121094,1461100,31.288019500803088,32.46680965258517,0,Hold
2023-05-24,30.76000022888184,31.65999984741211,30.729999542236328,31.450000762939453,1191300,31.2377319510963,32.399875949694845,0,Hold
2023-05-25,32.38999938964844,32.61000061035156,31.280000686645508,31.280000686645508,2076100,31.347471707148888,32.399488633614595,0,Hold
2023-05-26,36.93000030517578,37.34000015258789,33.16999816894531,33.2599983215332,6868800,31.879141097437163,32.577155757989544,0,Hold
2023-05-30,38.4900016784668,42.13999938964844,37.09999847412109,40.5,6764500,32.50874686705903,32.809032068596494,0,Hold
2023-05-31,36.959999084472656,38.61000061035156,36.68999862670898,37.43999862670898,2815300,32.932675649669854,32.97181508882693,0,Hold
2023-06-01,37.34000015258789,38.31999969482422,36.5099983215332,36.90999984741211,2498300,33.35242084042395,33.14311646387638,1,Buy
2023-06-02,38.97999954223633,39.09999847412109,37.619998931884766,38.18999862670898,2345200,33.88838071678704,33.372013839498344,0,Hold
2023-06-05,37.83000183105469,38.630001068115234,36.90999984741211,38.40999984741211,2479700,34.26377320386015,33.54683689799075,0,Hold
2023-06-06,38.09000015258789,39.34999847412109,36.91999816894531,37.310001373291016,2028300,34.62817577040565,33.72500016287692,0,Hold
2023-06-07,39.08000183105469,39.560001373291016,37.83000183105469,38.09000015258789,2624400,35.052159204753174,33.93500022829566,0,Hold
2023-06-08,39.040000915527344,39.540000915527344,38.52000045776367,39.2599983215332,1752400,35.43195365339833,34.13519633367729,0,Hold
2023-06-09,38.90999984741211,40.16999816894531,38.5,39.47999954223633,2238800,35.76319614806631,34.32244353029434,0,Hold
2023-06-12,41.040000915527344,41.150001525878906,39.150001525878906,39.25,2082200,36.26574898306259,34.58587715324466,0,Hold
2023-06-13,42.81999969482422,44.34000015258789,41.970001220703125,42.0,5085100,36.8899633365637,34.90878391958111,0,Hold
2023-06-14,48.90999984741211,52.36000061035156,46.15999984741211,46.310001373291016,15620700,38.03472871854927,35.457851210868604,0,Hold
2023-06-15,51.27000045776367,52.970001220703125,48.2599983215332,48.58000183105469,8447100,39.29523078895064,36.07793549506057,0,Hold
2023-06-16,54.869998931884766,57.38999938964844,53.5099983215332,56.20000076293945,9762800,40.77854204065866,36.814879159249756,0,Hold
2023-06-20,55.310001373291016,60.459999084472656,54.310001373291016,57.95000076293945,9303700,42.1624905485284,37.540178069604316,0,Hold
2023-06-21,46.869998931884766,51.970001220703125,46.77999877929688,50.40999984741211,8531500,42.61082468027663,37.90605339753688,0,Hold
2023-06-22,48.7599983215332,49.540000915527344,46.02999877929688,46.709999084472656,4556900,43.19646026515821,38.33169829651713,0,Hold
2023-06-23,46.709999084472656,47.220001220703125,45.38999938964844,47.08000183105469,4782100,43.531083009854825,38.66025911173108,0,Hold
2023-06-26,46.18999862670898,47.63999938964844,45.38999938964844,46.869998931884766,3546400,43.78431306860284,38.955543014279236,0,Hold
2023-06-27,48.130001068115234,48.54999923706055,44.86000061035156,46.16999816894531,3478300,44.19818811617545,39.31532568305712,0,Hold
2023-06-28,47.5099983215332,48.38999938964844,46.36000061035156,46.959999084472656,2913100,44.51359861192381,39.63668539436991,0,Hold
2023-06-29,48.40999984741211,48.81999969482422,46.540000915527344,48.150001525878906,3296400,44.884684443875074,39.980736941548045,0,Hold
2023-06-30,50.97999954223633,51.380001068115234,49.209999084472656,50.0,4321400,45.465190643719005,40.41208057294759,0,Hold
2023-07-03,50.84000015258789,51.77999877929688,50.2400016784668,50.310001373291016,1733300,45.97707726361128,40.82101859567858,0,Hold
2023-07-05,50.61000061035156,51.70000076293945,49.560001373291016,50.29999923706055,2441600,46.418308058538926,41.20490024331282,0,Hold
2023-07-06,49.02999877929688,49.709999084472656,47.93999862670898,49.04999923706055,2488900,46.667040508134924,41.5117668525671,0,Hold
2023-07-07,51.459999084472656,53.2599983215332,49.20000076293945,49.20000076293945,3127200,47.12351275350043,41.90189360675948,0,Hold
2023-07-10,51.79999923706055,52.72999954223633,50.88999938964844,51.0,1826300,47.56889241860139,42.29005461186933,0,Hold
2023-07-11,50.86000061035156,52.84000015258789,50.16999816894531,52.25,2557700,47.88233129400617,42.6261309255353,0,Hold
2023-07-12,49.959999084472656,51.68999862670898,48.810001373291016,51.5099983215332,3760000,48.08020441690774,42.9137335984348,0,Hold
2023-07-13,52.33000183105469,52.9900016784668,51.150001525878906,51.7599983215332,2226900,48.48494702777888,43.282999019321856,0,Hold
2023-07-14,50.459999084472656,52.29999923706055,50.150001525878906,51.650001525878906,2569500,48.67304722365448,43.56445000226895,0,Hold
2023-07-17,51.13999938964844,51.77000045776367,49.900001525878906,50.59000015258789,1609300,48.90799504898724,43.86153037040148,0,Hold
2023-07-18,48.369998931884766,49.880001068115234,48.04999923706055,49.880001068115234,3574300,48.856757323548905,44.03833305908711,0,Hold
2023-07-19,49.619998931884766,49.70000076293945,48.08000183105469,48.709999084472656,2314600,48.92944700053327,44.25722191684388,0,Hold
2023-07-20,46.70000076293945,48.68999862670898,46.02000045776367,48.40999984741211,2278900,48.7171187874291,44.353017165710376,0,Hold
2023-07-21,46.0099983215332,47.22999954223633,45.34999847412109,46.560001373291016,2563800,48.45929779067711,44.4179968188799,0,Hold
2023-07-24,46.02999877929688,46.7599983215332,45.56999969482422,46.0,1828200,48.227935980069475,44.48121258203351,0,Hold
2023-07-25,47.27999877929688,47.5099983215332,46.18000030517578,46.619998931884766,1687000,48.13765624666256,44.59096890349482,0,Hold
2023-07-26,47.119998931884766,47.47999954223633,45.970001220703125,47.220001220703125,1609800,48.040736502398005,44.69014655166697,0,Hold
2023-07-27,47.13999938964844,48.31999969482422,46.68000030517578,47.88999938964844,2123300,47.95495201546947,44.78621921197997,0,Hold
2023-07-28,46.56999969482422,48.33000183105469,46.290000915527344,48.33000183105469,1856400,47.82305179445564,44.856171387777785,0,Hold
2023-07-31,47.36000061035156,47.790000915527344,46.54999923706055,46.54999923706055,1420000,47.77895168168382,44.95436076905519,0,Hold
2023-08-01,46.93999862670898,47.810001373291016,46.33000183105469,46.93999862670898,2147700,47.699051390733835,45.03222892033574,0,Hold
2023-08-02,46.09999847412109,46.630001068115234,45.15999984741211,45.63999938964844,2403100,47.54676063677071,45.07410223617046,0,Hold
2023-08-03,47.02000045776367,47.560001373291016,45.08000183105469,45.56999969482422,2244100,47.49659300067481,45.15041197035058,0,Hold
2023-08-04,50.15999984741211,51.2599983215332,46.709999084472656,46.95000076293945,4163800,47.75025079560217,45.346866396902016,0,Hold
2023-08-07,50.66999816894531,51.61000061035156,49.880001068115234,50.41999816894531,3687400,48.0283219740158,45.555616662472346,0,Hold
2023-08-08,49.90999984741211,49.95000076293945,48.34999847412109,49.45000076293945,2426500,48.207529390529736,45.72637678737195,0,Hold
2023-08-09,47.209999084472656,49.52000045776367,47.08000183105469,49.25,2219900,48.11252650423859,45.78455805392492,0,Hold
2023-08-10,46.66999816894531,48.619998931884766,46.43999862670898,46.959999084472656,2532900,47.975142853258276,45.81928119569043,0,Hold
2023-08-11,45.18000030517578,46.040000915527344,44.34000015258789,45.900001525878906,3660700,47.708938801059944,45.79421135684672,0,Hold
2023-08-14,47.61000061035156,47.68000030517578,44.11000061035156,44.220001220703125,2947800,47.699516116230576,45.8654187785528,0,Hold
2023-08-15,47.0099983215332,48.880001068115234,46.68000030517578,47.58000183105469,4928700,47.633847754830825,45.91030425082654,0,Hold
2023-08-16,32.970001220703125,36.47999954223633,29.600000381469727,35.7400016784668,33289500,46.23729094205676,45.402841386900135,0,Hold
2023-08-17,33.439998626708984,34.54999923706055,32.2400016784668,33.29999923706055,9009800,45.018501197737926,44.93371029826519,0,Hold
2023-08-18,34.45000076293945,34.79999923706055,32.619998931884766,32.619998931884766,4634400,44.01197734680474,44.52258443413477,-1,Sell
2023-08-21,35.689998626708984,35.790000915527344,34.09000015258789,34.38999938964844,2924600,43.21940794489086,44.176208520118074,0,Hold
2023-08-22,36.5099983215332,36.86000061035156,35.63999938964844,36.27999877929688,2892100,42.58041655219013,43.87557282605592,0,Hold
2023-08-23,37.619998931884766,37.68999862670898,35.52000045776367,35.88999938964844,3121600,42.10799582644676,43.6302562027551,0,Hold
2023-08-24,35.41999816894531,38.900001525878906,35.279998779296875,38.38999938964844,4351100,41.47104366858947,43.30828529946844,0,Hold
2023-08-25,35.38999938964844,35.81999969482422,34.619998931884766,35.25,1923400,40.89189659440461,42.99776428339707,0,Hold
2023-08-28,35.959999084472656,36.54999923706055,35.47999954223633,35.529998779296875,1588700,40.422192069649185,42.721773491282384,0,Hold
2023-08-29,36.86000061035156,37.130001068115234,35.790000915527344,35.9900016784668,2177000,40.08293574019227,42.49190004497137,0,Hold
2023-08-30,36.45000076293945,37.22999954223633,36.0099983215332,36.29999923706055,1570500,39.73694193283486,42.254962818225025,0,Hold
2023-08-31,37.630001068115234,37.9900016784668,36.77999877929688,36.790000915527344,1921900,39.536280898099655,42.073591769201116,0,Hold
2023-09-01,37.540000915527344,38.310001373291016,37.29999923706055,38.119998931884766,1218200,39.34615899499753,41.89580389258646,0,Hold
2023-09-05,35.65999984741211,36.59999847412109,35.380001068115234,36.02000045776367,3377900,38.99509621903701,41.65126255748159,0,Hold
2023-09-06,34.880001068115234,35.47999954223633,34.4900016784668,35.22999954223633,2236900,38.6031823951397,41.38572289123193,0,Hold
2023-09-07,33.54999923706055,34.56999969482422,33.11000061035156,34.56999969482422,2711800,38.12192685627502,41.078439610676185,0,Hold
2023-09-08,33.20000076293945,33.68000030517578,33.150001525878906,33.15999984741211,1672000,37.65317199024306,40.769481224490434,0,Hold
2023-09-11,32.83000183105469,33.81999969482422,32.2400016784668,33.720001220703125,2517000,37.19382245127274,40.45812909141452,0,Hold
2023-09-12,32.7599983215332,33.31999969482422,32.209999084472656,32.869998931884766,1952800,36.771553486535645,40.1562416102427,0,Hold
2023-09-13,32.720001220703125,33.040000915527344,32.470001220703125,32.970001220703125,1606300,36.385691365980165,39.86462434006468,0,Hold
2023-09-14,33.75,33.86000061035156,32.40999984741211,33.0099983215332,2401700,36.13467314064872,39.62483515025822,0,Hold
2023-09-15,32.40999984741211,33.2599983215332,32.099998474121094,33.2599983215332,4474800,35.77994235081667,39.34190043249955,0,Hold
2023-09-18,32.0,32.5099983215332,31.729999542236328,32.18000030517578,2115400,35.41994784121508,39.05398276847996,0,Hold
2023-09-19,30.739999771118164,31.84000015258789,30.520000457763672,31.84000015258789,3499300,34.974238501205846,38.72794421956382,0,Hold
